food_id,food_name,meal_type,diet_type,calories_kcal,carbohydrates_g,protein_g,fat_g,fiber_g,calcium_mg,magnesium_mg,iron_mg,zinc_mg,vitamin_A,vitamin_B1,vitamin_B2,vitamin_B12,vitamin_C,vitamin_D,vitamin_E,vitamin_K,vitamin_H,food_category,seasonal,season,ingredients,region,state,source
736,Dosa - Mild,Breakfast,Veg,141.76,20.86,2.44,7.46,8.81,231.54,66.82,5.94,2.61,59.51,19.66,39.79,39.6,78.05,29.75,4.87,97.06,16.8,Prepared Dish,No,All,,,,foods_dataset_final+variant
737,Curd Rice - Spicy,Lunch,Veg,386.15,31.86,23.67,13.54,11.19,221.97,58.36,4.44,1.01,29.22,13.93,57.52,70.42,44.9,72.03,69.17,66.05,69.1,Prepared Dish,No,All,,,,foods_dataset_final+variant
738,Vegetable Biryani - Roasted,Lunch,Veg,405.43,51.22,21.19,11.47,13.34,357.53,17.55,6.61,0.96,17.88,52.63,28.14,65.34,82.44,38.46,61.12,86.99,61.93,Prepared Dish,No,All,,,,foods_dataset_final+variant
739,Rice and Dal - Mild,Lunch,Veg,454.87,52.61,7.39,16.25,5.81,194.89,35.27,1.06,0.66,64.2,20.58,56.99,70.85,66.25,28.31,48.3,70.15,37.1,Prepared Dish,No,All,,,,foods_dataset_final+variant
740,Fish Curry - With Salad,Dinner,Non-Veg,256.66,5.5,31.94,9.27,16.46,187.44,94.22,3.42,5.12,1.94,21.14,57.17,31.0,27.54,66.13,22.53,33.89,49.35,Prepared Dish,No,All,,,,foods_dataset_final+variant
741,Vegetable Soup - Roasted,Dinner,Veg,223.24,27.45,8.0,6.98,6.63,258.64,113.68,5.69,2.26,63.45,22.3,63.57,74.84,51.72,82.26,52.24,107.85,63.08,Prepared Dish,No,All,,,,foods_dataset_final+variant
742,Chapati with Curry - Steamed,Lunch,Veg,344.7,64.54,10.6,12.98,1.88,20.6,75.4,2.53,2.22,3.35,22.79,27.18,85.96,55.33,10.2,2.93,72.41,29.38,Prepared Dish,No,All,,,,foods_dataset_final+variant
743,Vegetable Upma - With Curd,Breakfast,Veg,109.02,0.0,19.47,5.54,8.32,356.93,22.35,4.12,0.84,59.1,90.95,65.23,31.84,55.31,24.95,98.09,26.55,10.36,Prepared Dish,No,All,,,,foods_dataset_final+variant
744,Balu shahi - Air-Fried,Snack,Veg,256.43,32.56,14.36,11.57,1.71,76.79,183.62,3.53,11.84,51.11,74.96,114.1,89.45,28.1,16.37,40.45,78.02,14.33,Indian Dish,No,All,"Maida flour, yogurt, oil, sugar",East,West Bengal,indian_food+variant
745,Boondi - Grilled,Snack,Veg,239.6,17.94,12.0,8.07,9.37,46.17,165.67,9.8,12.43,24.59,70.08,108.32,85.34,100.41,66.47,33.03,91.56,24.65,Indian Dish,No,All,"Gram flour, ghee, sugar",West,Rajasthan,indian_food+variant
746,Gajar ka halwa - Steamed,Snack,Veg,301.58,10.86,10.66,16.65,8.94,40.14,22.51,8.27,12.4,103.87,24.5,64.49,72.11,55.08,23.35,63.76,39.56,37.84,Indian Dish,No,All,"Carrots, milk, sugar, ghee, cashews, raisins",North,Punjab,indian_food+variant
747,Ghevar - With Curd,Snack,Veg,114.29,0.0,19.14,11.94,5.87,231.88,210.42,5.66,13.56,116.29,88.1,40.7,62.95,54.59,43.45,1.27,6.36,38.51,Indian Dish,No,All,"Flour, ghee, kewra, milk, clarified butter, sugar, almonds, pistachio, saffron, green cardamom",West,Rajasthan,indian_food+variant
748,Gulab jamun - Grilled,Snack,Veg,337.9,57.84,4.98,14.75,2.08,129.22,194.9,16.45,10.03,8.09,18.58,73.79,20.48,15.72,31.65,117.81,100.24,10.44,Indian Dish,No,All,"Milk powder, plain flour, baking powder, ghee, milk, sugar, water, rose water",East,West Bengal,indian_food+variant
749,Imarti - Grilled,Snack,Veg,169.59,13.6,12.17,4.85,8.66,224.45,141.59,7.52,8.56,66.27,5.5,55.94,38.23,16.07,55.32,31.27,7.02,69.55,Indian Dish,No,All,"Sugar syrup, lentil flour",East,West Bengal,indian_food+variant
750,Jalebi - Spicy,Snack,Veg,354.73,60.24,4.08,11.44,1.17,284.08,115.88,1.43,8.76,90.93,84.9,15.51,50.89,25.86,8.45,13.05,53.68,71.49,Indian Dish,No,All,"Maida, corn flour, baking soda, vinegar, curd, water, turmeric, saffron, cardamom",North,Uttar Pradesh,indian_food+variant
751,Kaju katli - Roasted,Snack,Veg,340.44,34.24,7.69,18.97,6.41,181.54,115.7,2.83,9.31,59.88,71.81,96.76,30.34,85.47,28.1,86.18,62.88,116.56,Indian Dish,No,All,"Cashews, ghee, cardamom, sugar",-1,-1,indian_food+variant
752,Kalakand - With Nuts,Snack,Veg,125.2,0.0,11.83,16.65,2.25,178.25,115.07,3.97,5.92,20.92,23.58,55.82,26.37,38.05,10.92,26.7,93.11,97.62,Indian Dish,No,All,"Milk, cottage cheese, sugar",East,West Bengal,indian_food+variant
753,Kheer - Low Oil,Snack,Veg,231.17,31.25,6.83,13.13,1.14,248.58,180.63,8.28,5.51,72.02,78.04,30.74,88.96,15.3,86.26,37.5,39.87,62.43,Indian Dish,No,All,"Milk, rice, sugar, dried fruits",-1,-1,indian_food+variant
754,Laddu - With Nuts,Snack,Veg,211.3,31.74,8.59,14.86,5.8,167.92,91.57,6.09,2.45,83.97,48.51,63.42,65.93,6.75,89.74,53.44,53.81,68.93,Indian Dish,No,All,"Gram flour, ghee, sugar",-1,-1,indian_food+variant
755,Lassi - Mild,Snack,Veg,125.37,0.0,19.1,17.81,4.48,362.07,202.43,8.7,7.3,15.02,86.21,3.19,24.27,69.17,11.91,82.0,72.69,11.67,Indian Dish,No,All,"Yogurt, milk, nuts, sugar",North,Punjab,indian_food+variant
756,Nankhatai - Mild,Snack,Veg,165.11,0.0,14.97,15.04,6.7,48.23,128.1,9.51,0.25,55.93,69.65,109.06,28.54,13.59,73.33,3.86,29.72,73.74,Indian Dish,No,All,"Refined flour, besan, ghee, powdered sugar, yoghurt, green cardamom",-1,-1,indian_food+variant
757,Petha - Spicy,Snack,Veg,203.86,0.0,15.12,20.44,5.1,130.07,199.06,6.67,16.94,84.5,73.49,8.65,1.03,21.0,43.62,55.82,36.27,105.79,Indian Dish,No,All,"Firm white pumpkin, sugar, kitchen lime, alum powder",North,Uttar Pradesh,indian_food+variant
758,Phirni - Low Salt,Snack,Veg,245.45,0.0,10.02,18.94,10.2,302.21,50.28,11.05,2.19,77.41,39.06,77.07,103.08,52.5,61.92,14.77,46.95,16.76,Indian Dish,No,All,"Rice, sugar, nuts",East,Odisha,indian_food+variant
759,Rabri - Classic,Snack,Veg,152.01,0.0,7.63,24.34,8.36,327.87,63.61,6.96,7.34,62.45,97.46,9.6,45.43,66.44,38.58,10.43,13.74,63.11,Indian Dish,No,All,"Condensed milk, sugar, spices, nuts",North,Uttar Pradesh,indian_food+variant
760,Sheera - With Nuts,Snack,Veg,140.09,0.0,19.5,10.8,6.01,46.97,176.01,11.09,6.28,39.33,19.19,49.62,8.75,16.3,117.34,20.08,79.56,55.46,Indian Dish,No,All,"Semolina, ghee, nuts, milk",West,Maharashtra,indian_food+variant
761,Singori - High Protein,Snack,Veg,145.59,3.85,21.83,7.84,4.87,345.03,117.76,10.87,8.41,9.36,63.99,62.61,98.7,26.62,95.11,117.37,17.03,20.54,Indian Dish,No,All,"Khoa, coconut, molu leaf",North,Uttarakhand,indian_food+variant
762,Sohan halwa - Steamed,Snack,Veg,256.72,30.56,13.16,12.99,10.25,288.74,111.49,5.88,10.66,53.39,64.69,42.37,21.6,13.79,99.91,1.36,93.37,76.59,Indian Dish,No,All,"Corn flour, ghee, dry fruits",North,Uttar Pradesh,indian_food+variant
763,Sohan papdi - No Sugar,Snack,Veg,379.5,50.38,18.01,12.67,7.13,39.42,155.38,4.2,6.29,85.28,27.5,31.77,16.48,73.8,18.77,66.36,28.24,23.06,Indian Dish,No,All,"Gram flour, ghee, sugar, milk, cardamom",West,Maharashtra,indian_food+variant
764,Chhena jalebi - Homestyle,Snack,Veg,203.22,19.0,9.81,11.18,4.2,253.55,135.35,12.81,0.91,73.97,105.72,63.72,1.39,106.99,32.61,58.34,43.9,69.16,Indian Dish,No,All,"Chhena, sugar, ghee",East,Odisha,indian_food+variant
765,Chhena kheeri - With Salad,Snack,Veg,218.48,22.32,12.74,8.21,10.38,267.96,172.35,6.17,15.84,16.57,65.55,88.92,60.03,13.09,34.36,10.25,59.97,19.41,Indian Dish,No,All,"Chhena, sugar, milk",East,Odisha,indian_food+variant
766,Chhena poda - With Seeds,Snack,Veg,326.72,17.23,13.55,19.02,6.85,146.35,91.79,9.03,13.97,32.56,12.56,101.63,78.12,21.4,49.31,37.18,7.62,65.32,Indian Dish,No,All,"Sugar, chenna cheese",East,Odisha,indian_food+variant
767,Cham cham - Roasted,Snack,Veg,344.81,16.83,13.72,25.8,5.35,124.77,106.31,18.41,5.77,17.38,25.15,110.54,74.49,0.68,47.17,16.11,69.86,57.24,Indian Dish,No,All,"Flour, cream, sugar, saffron, lemon juice, coconut flakes",East,West Bengal,indian_food+variant
768,Kheer sagar - Mild,Snack,Veg,348.35,47.96,12.47,17.25,5.32,348.28,25.61,11.09,9.14,66.18,69.37,31.64,17.73,53.07,64.1,11.64,29.09,6.23,Indian Dish,No,All,"Chenna, condensed milk, sugar, saffron, cardamom",East,Odisha,indian_food+variant
769,Ledikeni - Roasted,Snack,Veg,175.57,21.21,17.91,6.95,7.87,196.35,209.56,14.84,5.13,52.64,100.37,95.14,38.91,82.73,29.69,51.08,38.34,0.8,Indian Dish,No,All,"Chhena, sugar, ghee",East,West Bengal,indian_food+variant
770,Lyangcha - Classic,Snack,Veg,188.45,0.0,11.3,21.23,7.1,213.06,32.23,11.95,1.77,31.98,12.76,6.79,93.35,0.45,73.42,3.05,32.59,77.15,Indian Dish,No,All,"Flour, fried milk power, sugar syrup",North East,Assam,indian_food+variant
771,Malapua - With Salad,Snack,Veg,299.1,61.96,5.53,7.87,6.05,354.53,197.63,9.29,12.45,56.09,72.94,49.8,47.49,25.16,17.84,17.03,74.66,19.64,Indian Dish,No,All,"Yoghurt, refined flour, ghee, fennel seeds",North,Bihar,indian_food+variant
772,Mihidana - Homestyle,Snack,Veg,237.23,24.5,12.54,8.65,10.54,179.26,20.59,6.97,4.55,98.51,58.46,0.63,71.83,19.17,22.7,103.03,2.38,93.12,Indian Dish,No,All,"Besan flour, sugar, ghee",East,West Bengal,indian_food+variant
773,Misti doi - Homestyle,Snack,Veg,179.69,20.46,10.79,4.87,8.16,379.98,48.06,5.32,0.2,29.06,60.34,8.84,57.35,118.0,80.1,6.6,100.76,96.54,Indian Dish,No,All,"Milk, jaggery",East,West Bengal,indian_food+variant
774,Pantua - With Nuts,Snack,Veg,241.64,32.67,20.95,8.27,12.18,48.07,64.78,8.62,5.35,66.24,17.28,27.52,9.13,48.88,103.26,30.78,34.57,72.05,Indian Dish,No,All,"Chhena, sugar, ghee, flour",East,West Bengal,indian_food+variant
775,Pithe - Low Salt,Snack,Veg,243.45,0.0,22.65,17.68,7.64,218.41,92.42,9.34,7.48,86.23,32.23,18.35,74.23,85.46,2.4,9.03,64.14,10.22,Indian Dish,No,All,"Rice flour, wheat flour",North East,Assam,indian_food+variant
776,Rasabali - Roasted,Snack,Veg,246.84,14.21,15.79,10.93,9.89,349.13,166.48,18.09,2.9,45.32,34.57,63.28,7.74,108.17,50.86,29.98,101.86,19.92,Indian Dish,No,All,"Chenna, sweetened milk",East,Odisha,indian_food+variant
777,Ras malai - Mild,Snack,Veg,278.7,0.0,11.61,26.46,2.25,293.46,113.21,12.53,2.78,79.3,2.92,21.88,0.66,33.89,72.92,48.72,63.98,100.29,Indian Dish,No,All,"Chhena, reduced milk, pistachio",East,West Bengal,indian_food+variant
778,Rasgulla - With Salad,Snack,Veg,176.5,45.19,3.95,2.09,0.0,239.54,187.29,3.39,4.41,34.06,81.72,104.27,91.6,100.74,61.9,66.32,22.84,86.44,Indian Dish,No,All,"Chhena, sugar, cardamom",East,West Bengal,indian_food+variant
779,Sandesh - With Nuts,Snack,Veg,277.1,8.81,10.56,21.64,8.96,144.64,231.72,18.83,10.29,51.86,79.0,17.3,54.21,81.14,30.28,43.51,43.59,50.6,Indian Dish,No,All,"Milk, sugar, saffron, cardamom",East,West Bengal,indian_food+variant
780,Adhirasam - High Protein,Snack,Veg,129.33,9.14,16.5,9.1,5.32,357.03,90.7,11.58,3.0,82.52,15.4,52.47,53.6,79.69,44.27,102.04,19.13,22.7,Indian Dish,No,All,"Rice flour, jaggery, ghee, vegetable oil, elachi",East,West Bengal,indian_food+variant
781,Ariselu - With Seeds,Snack,Veg,176.03,0.0,8.84,15.59,10.2,90.14,152.98,13.16,6.26,64.62,48.12,36.93,29.92,23.18,24.16,28.07,21.31,81.02,Indian Dish,No,All,"Rice flour, jaggery, ghee",South,Andhra Pradesh,indian_food+variant
782,Bandar laddu - Low Oil,Snack,Veg,280.92,9.04,16.13,17.2,4.19,64.86,38.9,14.15,9.26,54.46,82.47,36.02,10.93,26.34,107.16,55.52,21.45,21.37,Indian Dish,No,All,"Besan, jaggery, cardamom powder, ghee, cashews and raisins, jaggery syrup, sugar",South,Andhra Pradesh,indian_food+variant
783,Chikki - Air-Fried,Snack,Veg,225.2,0.0,14.56,21.54,5.85,123.24,126.04,9.83,2.78,5.42,25.47,31.85,56.73,70.43,36.64,38.6,73.23,36.39,Indian Dish,No,All,"Peanuts, jaggery",West,Maharashtra,indian_food+variant
784,Dharwad pedha - Low Oil,Snack,Veg,148.73,0.0,13.51,16.9,9.73,105.6,140.7,9.01,10.67,27.19,25.57,50.0,118.91,27.77,92.7,53.38,18.06,21.5,Indian Dish,No,All,"Milk, Sugar, Dharwadi buffalo milk",South,Karnataka,indian_food+variant
785,Double ka meetha - With Curd,Snack,Veg,270.7,18.24,13.92,24.25,1.43,292.92,141.51,9.85,6.81,33.66,23.65,41.64,67.18,1.52,2.7,72.58,26.43,72.23,Indian Dish,No,All,"Loaf bread, milk",South,Telangana,indian_food+variant
786,Gavvalu - With Curd,Snack,Veg,340.6,55.97,15.42,11.63,7.74,138.5,45.72,9.32,7.07,40.47,1.05,66.55,39.6,11.57,42.11,106.28,90.48,26.59,Indian Dish,No,All,"Rice flour, sugar, salt, ghee, semolina",South,Andhra Pradesh,indian_food+variant
787,Kakinada khaja - Low Oil,Snack,Veg,166.83,0.0,14.64,15.07,1.96,213.77,142.81,7.15,7.01,7.69,67.8,41.92,95.7,87.9,96.08,71.21,75.29,13.38,Indian Dish,No,All,"Wheat flour, sugar",South,Andhra Pradesh,indian_food+variant
788,Kuzhi paniyaram - With Seeds,Snack,Veg,281.85,4.18,15.53,19.64,12.67,226.07,22.04,7.41,5.46,76.83,69.85,96.55,33.57,104.19,40.48,41.54,26.38,91.4,Indian Dish,No,All,"Black lentils, rice",South,Kerala,indian_food+variant
789,Mysore pak - High Protein,Snack,Veg,401.67,13.03,12.17,20.53,6.53,333.93,100.96,1.52,1.18,72.6,75.1,39.76,99.97,89.98,45.63,84.41,61.31,19.61,Indian Dish,No,All,"Besan flour, semolina, mung bean, jaggery, coconut, skimmed milk powder, sugar, ghee",South,Karnataka,indian_food+variant
790,Obbattu holige - Spicy,Lunch,Veg,510.46,103.59,10.6,23.66,7.23,152.71,69.48,11.53,6.69,93.91,17.43,14.91,3.06,53.79,59.61,44.95,43.82,19.18,Indian Dish,No,All,"Maida flour, turmeric, coconut, chickpeas, jaggery, ghee, cardamom",South,Karnataka,indian_food+variant
791,Palathalikalu - Low Oil,Snack,Veg,308.49,26.64,19.29,11.54,6.15,189.9,181.81,11.15,13.9,43.98,77.04,0.29,68.53,33.31,65.92,110.97,121.23,67.23,Indian Dish,No,All,"Rice flour, milk",South,Andhra Pradesh,indian_food+variant
792,Poornalu - With Salad,Snack,Veg,311.75,36.31,17.02,13.1,6.08,288.64,138.07,12.04,11.38,92.15,69.3,102.3,8.0,76.15,79.26,106.52,66.84,98.05,Indian Dish,No,All,"Chana dal, jaggery",South,Andhra Pradesh,indian_food+variant
793,Pongal - No Sugar,Snack,Veg,212.03,12.22,19.24,10.55,6.31,178.71,257.04,13.81,3.62,7.1,72.67,63.57,45.69,28.39,66.62,93.27,2.79,59.52,Indian Dish,No,All,"Rice, jaggery, cashews, ghee",South,Tamil Nadu,indian_food+variant
794,Pootharekulu - With Seeds,Snack,Veg,258.52,33.4,11.36,11.35,1.92,113.61,94.98,12.41,6.61,55.95,35.42,20.26,88.92,1.82,49.1,60.8,67.83,76.39,Indian Dish,No,All,"Rice flour, powdered sugar, ghee",South,Andhra Pradesh,indian_food+variant
795,Qubani ka meetha - Classic,Snack,Veg,298.03,29.53,10.69,9.27,8.04,361.54,18.95,15.33,10.84,8.46,15.21,57.04,70.89,64.41,79.2,80.65,54.32,20.76,Indian Dish,No,All,"Apricots, sugar syrup",South,Telangana,indian_food+variant
796,Sheer korma - Grilled,Snack,Veg,135.72,0.0,8.12,16.13,10.44,314.54,149.47,16.13,5.55,3.68,100.04,33.27,24.77,81.03,58.43,110.39,87.18,67.95,Indian Dish,No,All,"Vermicelli pudding, milk",South,Telangana,indian_food+variant
797,Unni Appam - Grilled,Snack,Veg,138.19,0.0,5.49,23.36,9.43,220.93,36.75,13.79,10.01,7.64,74.3,61.63,19.71,16.85,25.87,64.22,35.95,40.1,Indian Dish,No,All,"Rice flour, banana, jaggery, coconut",South,Tamil Nadu,indian_food+variant
798,Kajjikaya - Grilled,Snack,Veg,264.82,10.4,18.92,24.71,5.82,245.36,156.83,16.84,1.17,70.37,78.47,78.73,28.35,99.56,17.06,35.51,105.71,110.98,Indian Dish,No,All,"Rice flour, jaggery, coconut",South,Andhra Pradesh,indian_food+variant
799,Anarsa - With Nuts,Snack,Veg,287.3,7.97,7.56,23.37,9.55,353.68,145.53,8.87,2.17,6.52,93.19,80.64,70.01,76.06,60.6,90.08,75.84,65.06,Indian Dish,No,All,"Rice flour, jaggery, khus-khus seeds",West,Maharashtra,indian_food+variant
800,Basundi - With Curd,Snack,Veg,246.72,31.92,10.99,16.2,0.0,116.66,65.4,9.29,4.35,22.59,12.51,18.72,3.32,28.28,58.52,56.27,12.12,6.91,Indian Dish,No,All,"Sugar, milk, nuts",West,Gujarat,indian_food+variant
801,Dhondas - High Protein,Snack,Veg,182.93,0.0,16.37,21.29,4.88,22.9,107.46,6.42,13.34,32.79,29.12,61.58,29.57,84.46,63.14,29.62,26.99,79.95,Indian Dish,No,All,"Cucumber, rava",West,Maharashtra,indian_food+variant
802,Doodhpak - Air-Fried,Snack,Veg,140.5,0.0,10.15,9.44,6.55,179.12,46.17,16.98,12.97,47.84,27.37,8.99,23.49,60.65,30.45,16.48,62.65,91.11,Indian Dish,No,All,"Milk, rice, sugar, dry fruits",West,Gujarat,indian_food+variant
803,Mahim halwa - Roasted,Snack,Veg,150.46,9.23,7.73,4.93,8.97,20.3,21.8,5.79,1.22,6.87,73.29,112.42,26.44,26.5,99.93,40.15,43.88,55.53,Indian Dish,No,All,"Semolina, sugar",West,Maharashtra,indian_food+variant
804,Modak - With Curd,Snack,Veg,307.91,34.68,6.38,15.57,2.89,337.18,79.97,0.89,8.44,39.43,86.13,11.42,63.1,44.92,62.18,11.54,35.86,44.13,Indian Dish,No,All,"Rice flour, coconut, jaggery ",West,Maharashtra,indian_food+variant
805,Shankarpali - Roasted,Snack,Veg,198.52,5.09,8.66,18.12,10.23,122.46,191.67,9.93,1.22,60.08,86.32,58.6,105.18,90.87,18.01,49.41,76.73,63.63,Indian Dish,No,All,"Sugar, ghee, maida flour, semolina",West,Maharashtra,indian_food+variant
806,Shrikhand - Mild,Snack,Veg,227.26,36.34,7.8,11.82,0.0,101.07,177.78,18.31,0.53,83.93,26.58,11.82,81.73,54.32,40.95,66.76,34.33,45.91,Indian Dish,No,All,"Curd, sugar, saffron, cardamom",West,Maharashtra,indian_food+variant
807,Sutar feni - Steamed,Snack,Veg,299.35,29.82,11.6,12.35,5.64,174.82,243.79,10.71,9.0,99.83,25.9,44.98,61.81,13.57,119.72,66.83,45.27,25.37,Indian Dish,No,All,"Maida, sugar, ghee",West,Maharashtra,indian_food+variant
808,Maach Jhol - High Protein,Lunch,Non-Veg,512.83,59.92,29.45,16.43,2.44,244.96,36.5,3.08,16.98,7.55,31.55,13.29,82.01,19.44,32.31,30.53,37.56,83.76,Indian Dish,No,All,"Fish, potol, tomato, chillies, ginger, garlic",North East,Assam,indian_food+variant
809,Pork Bharta - With Curd,Lunch,Non-Veg,256.3,0.0,23.12,27.36,6.24,73.77,12.18,13.68,1.18,74.13,56.08,20.39,13.08,18.86,57.38,88.71,39.14,46.49,Indian Dish,No,All,"Boiled pork, onions, chillies, ginger and garlic",North East,Tripura,indian_food+variant
810,Chak Hao Kheer - Low Oil,Snack,Veg,351.37,19.86,17.52,13.48,10.02,262.84,238.61,5.25,10.01,52.71,23.35,16.86,62.36,65.13,2.61,37.63,99.29,86.73,Indian Dish,No,All,"Rice, milk, sugar, cardamom",North East,Manipur,indian_food+variant
811,Galho - With Nuts,Lunch,Non-Veg,483.26,23.39,22.34,28.33,12.08,104.98,270.34,15.76,10.59,82.69,49.36,86.02,26.57,79.55,44.35,8.03,9.21,61.01,Indian Dish,No,All,"Rice, axone, salt, water, chillies, pork",North East,Nagaland,indian_food+variant
812,Aloo gobi - Grilled,Lunch,Veg,124.28,15.11,2.6,9.73,4.48,143.59,86.18,14.72,12.86,18.4,8.89,69.21,58.78,41.19,1.04,69.62,86.65,68.36,Indian Dish,No,All,"Cauliflower, potato, garam masala, turmeric, curry leaves",North,Punjab,indian_food+variant
813,Aloo tikki - Spicy,Lunch,Veg,532.92,74.25,14.29,16.06,1.42,29.98,207.15,9.82,11.87,65.4,17.22,12.88,19.46,0.82,52.63,35.47,75.66,12.08,Indian Dish,No,All,"Rice flour, potato, bread crumbs, garam masala, salt",North,Punjab,indian_food+variant
814,Aloo matar - Roasted,Lunch,Veg,430.94,109.38,14.08,6.56,5.47,172.66,239.64,4.12,2.72,43.88,43.6,25.17,3.21,43.91,107.61,60.34,70.6,83.52,Indian Dish,No,All,"Potato, peas, chillies, ginger, garam masala, garlic",North,Punjab,indian_food+variant
815,Aloo methi - Classic,Lunch,Veg,587.61,124.1,11.48,7.46,9.67,49.38,48.05,4.29,13.4,78.58,28.82,21.75,30.65,98.94,24.3,70.33,39.23,58.71,Indian Dish,No,All,"Potato, fenugreek leaves, chillies, salt, oil",North,Punjab,indian_food+variant
816,Aloo shimla mirch - With Salad,Lunch,Veg,443.43,62.34,11.34,21.69,11.32,225.93,251.61,10.01,14.5,60.49,25.22,8.22,2.22,60.35,14.5,40.25,116.7,58.91,Indian Dish,No,All,"Potato, shimla mirch, garam masala, amchur powder, salt",North,Punjab,indian_food+variant
817,Bhatura - High Protein,Lunch,Veg,353.42,44.45,9.89,20.42,3.31,120.98,208.85,14.61,7.21,56.09,89.22,25.98,40.15,57.96,52.56,47.2,31.15,5.18,Indian Dish,No,All,"Chole, rava, yogurt, plain flour, baking soda",North,Punjab,indian_food+variant
818,Bhindi masala - Air-Fried,Lunch,Veg,526.31,91.82,11.21,14.67,2.12,29.65,198.5,12.11,9.32,6.63,38.39,88.5,105.63,37.35,39.04,66.68,66.86,45.86,Indian Dish,No,All,"Ladies finger, garam masala, kasuri methi, tomatoes, chili powder",North,Punjab,indian_food+variant
819,Biryani - Homestyle,Lunch,Non-Veg,296.5,0.0,25.36,29.67,2.86,310.05,51.09,10.55,7.74,78.3,7.73,47.47,51.72,65.02,3.02,80.53,2.61,25.59,Indian Dish,No,All,"Chicken thighs, basmati rice, star anise, sweet, green chillies",South,Telangana,indian_food+variant
820,Butter chicken - With Salad,Lunch,Non-Veg,262.53,5.16,20.56,17.08,0.91,252.08,92.2,15.26,10.18,95.82,72.31,108.85,3.87,75.03,23.69,2.28,18.18,8.54,Indian Dish,No,All,"Chicken, greek yogurt, cream, garam masala powder, cashew nuts, butter",North,NCT of Delhi,indian_food+variant
821,Chana masala - With Curd,Lunch,Veg,242.32,19.2,16.25,11.91,9.93,168.59,56.35,12.1,10.44,96.3,72.7,28.12,21.61,35.51,7.59,3.82,43.3,75.83,Indian Dish,No,All,"Chickpeas, tomato paste, garam masala, ginger, red onion, avocado oil",North,Punjab,indian_food+variant
822,Chapati - Air-Fried,Lunch,Veg,379.63,50.48,9.69,18.3,4.26,227.61,60.59,18.46,14.33,3.52,23.37,20.37,79.89,12.31,23.83,91.96,91.74,18.42,Indian Dish,No,All,"Whole wheat flour, olive oil, hot water, all purpose flour",West,Maharashtra,indian_food+variant
823,Chicken razala - Classic,Lunch,Non-Veg,453.05,1.85,34.06,29.3,8.42,51.12,197.84,13.67,9.35,14.87,107.43,20.03,63.54,9.26,36.09,55.86,50.14,60.51,Indian Dish,No,All,"Chicken, dahi, sesame seeds, garam masala powder, cashew nuts, saffron",East,West Bengal,indian_food+variant
824,Chicken Tikka masala - Classic,Lunch,Non-Veg,302.58,0.0,32.75,33.86,8.4,340.75,134.48,11.78,11.76,28.0,3.06,52.73,41.16,87.65,55.01,60.13,57.29,12.58,Indian Dish,No,All,"Naan bread, tomato sauce, skinless chicken breasts, heavy cream, garam masala",North,Punjab,indian_food+variant
825,Chicken Tikka - Spicy,Snack,Non-Veg,188.69,4.54,24.92,10.51,1.06,204.2,70.27,5.63,3.33,82.0,35.35,30.22,52.53,98.87,66.76,106.05,82.28,19.15,Indian Dish,No,All,"Chicken, whole wheat bread, rice flour, garam masala powder, whole egg",North,Punjab,indian_food+variant
826,Chole bhature - With Nuts,Lunch,Veg,425.08,49.99,13.5,21.19,9.19,109.65,63.25,13.76,8.47,28.43,53.9,70.47,47.7,63.14,3.39,71.02,74.49,85.86,Indian Dish,No,All,"Chole, bhatura, garam masala, bay leaf, cinnamon stick",North,Punjab,indian_food+variant
827,Daal baati churma - With Curd,Lunch,Veg,286.44,22.54,12.66,21.56,8.93,82.18,86.67,17.39,4.35,51.36,10.41,62.1,69.9,2.39,55.44,37.1,73.12,12.84,Indian Dish,No,All,"Moong dal, masoor dal, chana dal, wheat flour, almond",West,Rajasthan,indian_food+variant
828,Daal puri - Steamed,Lunch,Veg,362.42,19.87,5.71,22.26,7.6,139.94,143.76,9.47,11.17,67.46,15.74,40.46,64.68,31.03,40.72,65.98,41.24,50.47,Indian Dish,No,All,"Moong dal, garam masala powder, garlic, green chilli, all purpose flour",East,West Bengal,indian_food+variant
829,Dal makhani  - Grilled,Lunch,Veg,342.9,25.54,11.4,26.13,7.49,309.35,169.84,3.97,3.43,2.9,23.89,47.29,48.81,39.84,97.37,37.21,64.12,61.5,Indian Dish,No,All,"Red kidney beans, urad dal, cream, garam masala, chili powder",North,Punjab,indian_food+variant
830,Dal tadka - High Protein,Lunch,Veg,128.48,16.41,7.13,3.93,9.19,276.94,126.22,14.89,10.53,7.52,58.95,24.51,10.51,87.51,48.05,57.52,9.69,83.32,Indian Dish,No,All,"Pigeon peas, garam masala, ginger, red onion, kasuri methi",North,Punjab,indian_food+variant
831,Dum aloo - Classic,Lunch,Veg,398.46,30.27,12.33,20.21,12.63,207.78,211.2,0.69,12.1,17.52,64.4,37.29,42.2,49.69,32.87,72.25,111.53,30.63,Indian Dish,No,All,"Baby potatoes, garam masala, cashew nuts, kasuri methi, tomatoes",North,Jammu & Kashmir,indian_food+variant
832,Poha - Air-Fried,Snack,Veg,138.67,25.53,4.16,6.69,2.96,266.22,40.75,16.9,0.47,48.25,33.68,27.73,40.58,64.96,51.47,50.66,97.93,102.9,Indian Dish,No,All,"Beaten rice flakes, potato, curry leaves, green chilies, lemon juice",West,Maharashtra,indian_food+variant
